id,User,appended,checked,company,direction,image_url,item_url,subtitle,title,website,website_url
75,Ptrs,True,True,facebook,POS,https://media.npr.org/assets/img/2018/01/12/ap_17313699087683_wide-dbbc41d5267722cfd923c78c4683a7c7232c9642.jpg?s=1400,https://www.npr.org/sections/thetwo-way/2018/01/12/577547920/facebook-rolls-out-new-plan-for-news-feed-more-posts-from-friends-and-family,1/13/2018,Facebook Rolls Out New Plan For News Feed: More Posts From Friends And Family  : The Two-Way : NPR,theguardian.com,https://www.npr.org/sections/business/
76,Ptrs,True,True,gm,POS,https://media.npr.org/assets/img/2018/01/12/gm-cruise-av_wide-89f41f5562fa8c688398b90bfb5597fd860daf51.jpg?s=1400,https://www.npr.org/sections/thetwo-way/2018/01/12/577688125/gm-says-car-with-no-steering-wheel-or-pedals-ready-for-streets-in-2019,1/13/2018,GM Says Car With No Steering Wheel Or Pedals Ready For Streets In 2019 : The Two-Way : NPR,theguardian.com,https://www.npr.org/sections/business/
77,Ptrs,True,True,facebook,POS,https://static01.nyt.com/images/2018/01/12/business/12PUBLISHERS-1/12PUBLISHERS-1-facebookJumbo.jpg,https://www.nytimes.com/2018/01/11/business/media/facebook-news-feed-media.html,2018-01-11,The End of the Social News Era? Journalists Brace for Facebooks Big Change - The New York Times,nytimes.com,https://www.nytimes.com/section/business?action=click&pgtype=Homepage&region=TopBar&module=HPMiniNav&contentCollection=Business&WT.nav=page
78,Ptrs,True,True,facebook,NEG,https://static01.nyt.com/images/2018/01/14/technology/14facebookworld/14facebookworld-facebookJumbo.jpg,https://www.nytimes.com/2018/01/14/technology/facebook-news-feed-changes.html,2018-01-14,"In Some Countries, Facebooks Fiddling Has Magnified Fake News - The New York Times",nytimes.com,https://www.nytimes.com/section/business?action=click&pgtype=Homepage&region=TopBar&module=HPMiniNav&contentCollection=Business&WT.nav=page
79,Ptrs,True,True,facebook,POS,https://static01.nyt.com/images/2018/01/13/business/13DB-VIEWSFACEBOOK1/13DB-VIEWSFACEBOOK1-facebookJumbo.jpg,https://www.nytimes.com/2018/01/12/business/dealbook/facebook-bottom-line.html,2018-01-12,The New Facebooks Long-Term Benefit to the Bottom Line - The New York Times,nytimes.com,https://www.nytimes.com/section/business?action=click&pgtype=Homepage&region=TopBar&module=HPMiniNav&contentCollection=Business&WT.nav=page
80,Ptrs,True,True,amazon,POS,https://cdn.businessinsider.nl/wp-content/uploads/2018/01/ec08ef74cab7cb809b540b0963c8e0657c12eab1.jpg,http://www.businessinsider.com/amazon-released-linux-software-that-runs-on-corporate-servers-2018-1,2018-01-02,Amazon has quietly released a game changer for its cloud: Linux software that runs on corporate servers,businessinsider.com,http://www.businessinsider.com/enterprise
81,Ptrs,True,True,google,NEG,http://static4.businessinsider.com/image/5a4eb40d3225ded5018b490c-1190-625/22-different-flashlight-apps-in-google-play-were-found-to-contain-malicious-adware.jpg,http://www.businessinsider.com/check-point-found-22-flashlight-apps-in-google-play-malicious-adware-2018-1,1/14/2018,Check Point says it found 22 different Android flashlight apps in Google Play with malicious adware - Business Insider,businessinsider.com,http://www.businessinsider.com/enterprise
82,Ptrs,True,True,volkswagen,POS,https://s1.reutersmedia.net/resources/r/?m=02&d=20180114&t=2&i=1221839873&w=1200&r=LYNXMPEE0D031,http://www.reuters.com/article/us-autoshow-detroit-volkswagen/after-emissions-scandal-volkswagen-on-u-s-comeback-trail-with-all-new-jetta-idUSKBN1F304R,1/14/2018,"
                After emissions scandal, Volkswagen on U.S. comeback trail with all-new Jetta | Reuters",reuters.com,http://www.reuters.com/news/archive/businessNews?view=pagehttps://www.forbes.com/home_usa/#62fa69d6324b
83,Ptrs,True,True,gm,POS,https://s2.reutersmedia.net/resources/r/?m=02&d=20180114&t=2&i=1221815280&w=1200&r=LYNXMPEE0D014,http://www.reuters.com/article/us-gm-nafta/gm-executives-defend-nafta-mexican-truck-plant-idUSKBN1F301O,1/14/2018,"
                GM executives defend NAFTA, Mexican truck plant | Reuters",reuters.com,http://www.reuters.com/news/archive/businessNews?view=pagehttps://www.forbes.com/home_usa/#62fa69d6324b
84,Ptrs,True,True,intel,POS,http://global.fncstatic.com/static/cq/fb/img/all/og-fox-business.png,http://www.foxbusiness.com/markets/2018/01/13/where-will-intel-be-in-5-years.html,1/14/2018,Where Will Intel Be in 5 Years? | Fox Business,chicagotribune.com,http://www.foxbusiness.com/
85,Ptrs,True,True,qualcomm,NEG,http://global.fncstatic.com/static/cq/fb/img/all/og-fox-business.png,http://www.foxbusiness.com/markets/2018/01/13/qualcomms-premium-smartphone-chip-problem.html,1/14/2018,Qualcomm's Premium Smartphone Chip Problem | Fox Business,chicagotribune.com,http://www.foxbusiness.com/
86,Ptrs,True,True,facebook,NEG,http://s.newsweek.com/sites/www.newsweek.com/files/styles/full/public/2018/01/13/image-669889770.jpg,http://www.newsweek.com/facebook-mark-zuckerberg-net-worth-drop-780824,1/14/2018,Zuckerberg Loses $3.3 Billion After Facebook Changes News Feed,newser.com,http://www.newsweek.com/business
87,Ptrs,True,True,ford,POS,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iwNPCzVsx39Y/v1/1200x642.jpg,https://www.bloomberg.com/news/articles/2018-01-14/ford-revives-ranger-as-truck-sales-boom-beckons-return-to-u-s,1/14/2018,Ford Revives Ranger as Truck Sales Boom Beckons Return to U.S. - Bloomberg,telegraph.co.uk,https://www.bloomberg.com/europe
88,Ptrs,True,True,wal-mart,POS,https://media.npr.org/include/images/facebook-default-wide.jpg?s=1400,https://www.npr.org/2018/01/13/577900650/how-trump-s-corporate-tax-cut-is-playing-out-with-wal-mart,1/14/2018,How Trump's Corporate Tax Cut Is Playing Out For Wal-Mart : NPR,theguardian.com,https://www.npr.org/sections/business/
89,Ptrs,True,True,uber,POS,http://i2.cdn.turner.com/money/dam/assets/180112143105-bozoma-saint-john-780x439.jpg,http://money.cnn.com/2018/01/15/technology/uber-bozoma-saint-john/index.html,1/15/2018,"Bozoma Saint John: I'm on a 'personal mission' to help fix Uber - Jan. 15, 2018 ",cnn.com,http://money.cnn.com/technology
90,Ptrs,True,True,ford,POS,http://i2.cdn.turner.com/money/dam/assets/180108073236-diesel-f150-780x439.jpg,http://money.cnn.com/2018/01/15/technology/ford-mach-1/index.html,1/15/2018,"Ford announces the Mach 1: A high-performance electric SUV - Jan. 15, 2018 ",cnn.com,http://money.cnn.com/technology
91,Ptrs,True,True,ryanair,POS,https://s4.reutersmedia.net/resources/r/?m=02&d=20180115&t=2&i=1222202396&w=1200&r=LYNXMPEE0E19T,http://www.reuters.com/article/us-iag-niki-ryanair-hldgs/ryanair-wants-to-buy-parts-of-austrian-airline-niki-idUSKBN1F42D7,1/15/2018,"
                Ryanair wants to buy parts of Austrian airline Niki | Reuters",reuters.com,http://www.reuters.com/news/archive/businessNews?view=pagehttps://www.forbes.com/home_usa/#62fa69d6324b
92,Ptrs,True,True,volkswagen,POS,https://s2.reutersmedia.net/resources/r/?m=02&d=20180114&t=2&i=1221969100&w=1200&r=LYNXMPEE0D0KE,http://www.reuters.com/article/us-autoshow-detroit-volkswagen-vehiclere/volkswagen-brand-car-sales-hit-record-6-23-million-in-2017-idUSKBN1F30WT,1/15/2018,"
                Volkswagen brand car sales hit record 6.23 million in 2017 | Reuters",reuters.com,http://www.reuters.com/news/archive/businessNews?view=pagehttps://www.forbes.com/home_usa/#62fa69d6324b
93,Ptrs,True,True,vw,NEG,https://s3.reutersmedia.net/resources/r/?m=02&d=20180115&t=2&i=1222201219&w=1200&r=LYNXMPEE0E19K,http://www.reuters.com/article/us-autoshow-detroit-diesels/u-s-automakers-bet-on-diesel-trucks-after-vw-scandal-idUSKBN1F42C9,1/15/2018,"
                U.S. automakers bet on diesel trucks after VW scandal | Reuters",reuters.com,http://www.reuters.com/news/archive/businessNews?view=pagehttps://www.forbes.com/home_usa/#62fa69d6324b
94,Ptrs,True,True,citi,POS,https://s4.reutersmedia.net/resources/r/?m=02&d=20180115&t=2&i=1222193032&w=1200&r=LYNXMPEE0E17W,http://www.reuters.com/article/us-citigroup-pay/citi-to-raise-pay-for-women-and-minorities-in-u-s-uk-germany-idUSKBN1F428H,1/15/2018,"
                Citi to raise pay for women and minorities in U.S., UK, Germany | Reuters",reuters.com,http://www.reuters.com/news/archive/businessNews?view=pagehttps://www.forbes.com/home_usa/#62fa69d6324b
95,Ptrs,True,True,boeing,POS,http://www.trbimg.com/img-5a594438/turbine/ct-biz-dow-cat-boeing-20180110,http://www.chicagotribune.com/business/ct-biz-dow-cat-boeing-20180110-story.html#nt=oft02a-1gp2,1/15/2018,"Dow&apos;s historic rise is made in Chicago, led by Boeing and Caterpillar - Chicago Tribune",nypost.com,http://www.chicagotribune.com/business/
96,Ptrs,True,True,ford,POS,http://www.trbimg.com/img-5a5ce27d/turbine/ct-biz-ford-electric-cars-20180115,http://www.chicagotribune.com/business/ct-biz-ford-electric-cars-20180115-story.html#nt=oft02a-1li3,1/15/2018,Ford goes &apos;all in&apos; on electric cars with $11 billion investment - Chicago Tribune,nypost.com,http://www.chicagotribune.com/business/
97,Ptrs,True,True,amazon,POS,https://a57.foxnews.com/images.foxnews.com/content/fox-business/markets/2018/01/15/amazon-will-be-largest-grocery-brand-by-2030-brittain-ladd/_jcr_content/image.img.jpg/0/0/1516040372193.jpg?ve=1,http://www.foxbusiness.com/markets/2018/01/15/amazon-will-be-largest-grocery-brand-by-2030-brittain-ladd.html,1/15/2018,Amazon will be the largest grocery brand by 2030: Brittain Ladd | Fox Business,chicagotribune.com,http://www.foxbusiness.com/
98,Ptrs,True,True,volkswagen,POS,https://a57.foxnews.com/images.foxnews.com/content/fox-business/markets/2018/01/15/volkswagens-push-for-u-s-market-share/_jcr_content/image.img.jpg/0/0/1516034020867.jpg?ve=1,http://www.foxbusiness.com/markets/2018/01/15/volkswagens-push-for-us-market-share.html,1/15/2018,Volkswagen's push for US market share | Fox Business,chicagotribune.com,http://www.foxbusiness.com/
99,Ptrs,True,True,ford,POS,https://a57.foxnews.com/images.foxnews.com/content/fox-business/markets/2018/01/15/ford-to-spend-11b-on-electric-vehicles-through-2022/_jcr_content/image.img.jpg/0/0/1516041777014.jpg?ve=1,http://www.foxbusiness.com/markets/2018/01/15/ford-to-spend-11b-on-electric-vehicles-through-2022.html,1/15/2018,Ford to spend $11B on electric vehicles through 2022 | Fox Business,chicagotribune.com,http://www.foxbusiness.com/
100,Ptrs,True,True,ebay,POS,http://global.fncstatic.com/static/cq/fb/img/all/og-fox-business.png,http://www.foxbusiness.com/markets/2018/01/15/why-ebay-stock-gained-27-in-2017.html,1/15/2018,Why eBay Stock Gained 27% in 2017 | Fox Business,chicagotribune.com,http://www.foxbusiness.com/
101,Ptrs,True,True,bmw,POS,https://a57.foxnews.com/images.foxnews.com/content/fox-business/markets/2018/01/15/bmw-optimistic-on-favorable-outcome-to-nafta-talks/_jcr_content/image.img.jpg/0/0/1516027714522.jpg?ve=1,http://www.foxbusiness.com/markets/2018/01/15/bmw-optimistic-on-favorable-outcome-to-nafta-talks.html,1/15/2018,BMW optimistic on favorable outcome to NAFTA talks | Fox Business,chicagotribune.com,http://www.foxbusiness.com/
102,Ptrs,True,True,wal-mart,POS,http://global.fncstatic.com/static/cq/fb/img/all/og-fox-business.png,http://www.foxbusiness.com/markets/2018/01/15/why-2017-was-year-to-remember-for-wal-mart-stores-inc.html,1/15/2018,Why 2017 Was a Year to Remember for Wal-Mart Stores Inc. | Fox Business,chicagotribune.com,http://www.foxbusiness.com/
103,Ptrs,True,True,facebook,NEG,http://global.fncstatic.com/static/cq/fb/img/all/og-fox-business.png,http://www.foxbusiness.com/markets/2018/01/15/why-facebooks-potential-new-smart-home-portal-isnt-wowing-us.html,1/15/2018,Why Facebook's Potential New Smart-Home Portal Isn't Wowing Us | Fox Business,chicagotribune.com,http://www.foxbusiness.com/
104,Ptrs,True,True,ford,POS,https://www.gannett-cdn.com/-mm-/3f02a2f44740968eed3f90bb888e514eb3ccafae/c=53-0-2947-1635&r=x803&c=1600x800/local/-/media/2018/01/13/DetroitFreeP/DetroitFreePress/636514696881065768-Ford-Mustang-Bullitt-27.JPG,https://www.usatoday.com/story/money/cars/2018/01/14/ford-brings-back-bullitt-mustang-and-finds-original/1032771001/,1/15/2018,Ford brings 'Bullitt' Mustang to Detroit auto show,newsweek.com,https://www.usatoday.com/money/business/
105,Ptrs,True,True,ford,POS,https://www.gannett-cdn.com/-mm-/7d852f45b77772ce1f9202d8fb0a3adda8c178c8/c=177-0-938-430&r=x803&c=1600x800/local/-/media/2018/01/14/USATODAY/USATODAY/636515234920829666-007-RANGER-90A0053-outline-paint-plastics-1-C1.jpg,https://www.usatoday.com/story/money/cars/2018/01/14/ford-shows-new-ranger-midsize-pickup/1032446001/,1/15/2018,Ford shows new Ranger midsize pickup ahead of Detroit auto show,newsweek.com,https://www.usatoday.com/money/business/
106,Ptrs,True,True,facebook,NEG,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iPDjWSNvzSzY/v0/1200x802.jpg,https://www.bloomberg.com/view/articles/2018-01-15/facebook-s-new-mission-may-be-impossible,1/15/2018,Facebook's New Mission May Be Impossible - Bloomberg,telegraph.co.uk,https://www.bloomberg.com/europe
107,Ptrs,True,True,bp,NEG,https://static01.nyt.com/images/2018/01/17/business/17DB-BP1/merlin_96931652_5ddec3db-863c-433d-a956-c9b26329c361-facebookJumbo.jpg,https://www.nytimes.com/2018/01/16/business/dealbook/bp-oil-spill-deepwater-horizon.html,2018-01-16,BP to Take $1.7 Billion Charge Over Deepwater Horizon Spill - The New York Times,nytimes.com,https://www.nytimes.com/section/business?action=click&pgtype=Homepage&region=TopBar&module=HPMiniNav&contentCollection=Business&WT.nav=page
108,Ptrs,True,True,google,POS,http://i2.cdn.turner.com/money/dam/assets/180116031319-undersea-cable-780x439.jpg,http://money.cnn.com/2018/01/16/technology/google-cloud-undersea-cables/index.html,1/16/2018,"Google plans to expand undersea cables - Jan. 16, 2018 ",cnn.com,http://money.cnn.com/technology
109,Ptrs,True,True,amazon,POS,http://global.fncstatic.com/static/cq/fb/img/all/og-fox-business.png,http://www.foxbusiness.com/markets/2018/01/16/was-amazons-50-million-football-bet-worth-it.html,1/16/2018,Was Amazon's $50 Million Football Bet Worth It? | Fox Business,chicagotribune.com,http://www.foxbusiness.com/
110,Ptrs,True,True,general-motors,POS,https://a57.foxnews.com/images.foxnews.com/content/fox-business/markets/2018/01/16/general-motors-sees-sustained-profits-through-2018/_jcr_content/par/featured-media/media-0.img.png/0/0/1516112569234.png?ve=1,http://www.foxbusiness.com/markets/2018/01/16/general-motors-sees-sustained-profits-through-2018.html,1/16/2018,General Motors sees sustained profits through 2018 | Fox Business,chicagotribune.com,http://www.foxbusiness.com/
111,Ptrs,True,True,citi,NEG,https://a57.foxnews.com/images.foxnews.com/content/fox-business/markets/2018/01/16/citigroup-reports-18-3-billion-loss-caused-by-new-tax-law/_jcr_content/par/featured-media/media-0.img.png/0/0/1516110179602.png?ve=1,http://www.foxbusiness.com/markets/2018/01/16/citigroup-reports-18-3-billion-loss-caused-by-new-tax-law.html,1/16/2018,"Citigroup reports $18.3 billion loss, caused by new tax law | Fox Business",chicagotribune.com,http://www.foxbusiness.com/
112,Ptrs,True,True,citi,POS,https://www.gannett-cdn.com/-mm-/54b203d37015b46faccf4b0f0132810c7427e102/c=0-153-3000-1848&r=x803&c=1600x800/local/-/media/2018/01/15/USATODAY/USATODAY/636516216922604150-B01-MONEYLINE-CITIGROUP-14.jpg,https://www.usatoday.com/story/money/2018/01/15/citi-boost-pay-women-and-minorities-closing-gaps-u-s-uk-and-germany/1034005001/,1/16/2018,"Citi to boost pay for women and minorities, closing gaps in 3 nations",newsweek.com,https://www.usatoday.com/money/business/
113,Ptrs,True,True,google,POS,https://www.washingtonpost.com/pbox.php?url=http://www.washingtonpost.com/news/the-intersect/wp-content/uploads/sites/32/2018/01/kumail.png&w=1484&op=resize&opt=1&filter=antialias&t=20170517,http://www.washingtonpost.com/news/the-intersect/wp/2018/01/15/somewhere-in-the-world-theres-a-painting-that-looks-like-you-and-google-will-find-it/,1/16/2018,Google Arts & Culture Android app uses A.I. to match your face with a museum painting - The Washington Post,www.usatoday.com/money,https://www.washingtonpost.com/business/
114,Ptrs,True,True,amazon,POS,https://www.gannett-cdn.com/-mm-/81e21c008272a51043c7e23409f6e08998b12b60/c=3-0-1577-889&r=x1683&c=3200x1680/local/-/media/2018/01/16/USATODAY/USATODAY/636516907187656886-1-16-18-hero.png,https://www.usatoday.com/story/tech/reviewedcom/2018/01/16/these-4-best-amazon-deals-you-can-get-right-now/109500994/,1/16/2018,These are the 4 best Amazon deals you can get right now,wsj.com,https://www.usatoday.com
115,Ptrs,True,True,boeing,POS,https://www.gannett-cdn.com/-mm-/2e56892f6a349ad47192b530425d443fb365e5e9/r=x1803&c=3200x1800/https/media.gannett-cdn.com/29906170001/29906170001_5712016587001_5712017236001-vs.jpg?pubId=29906170001,https://www.usatoday.com/videos/tech/2018/01/15/boeing-unveils-new-spy-plane-design-son-blackbird/109484460/,2018-01-15,Boeing unveils new spy plane design 'Son Of Blackbird',wsj.com,https://www.usatoday.com
116,Ptrs,True,True,bp,NEG,http://www.telegraph.co.uk/content/dam/business/2016/04/14/deepwater-xlarge_trans_NvBQzQNjv4BqYbHyc_BzkV-wGdElElElaOyiAEdgyBFPViFyLVpuSm8.jpg,http://www.telegraph.co.uk/business/2018/01/16/bp-pay-higher-than-expected-21bn-deepwater-horizon-claims-2018/,2018-01-16,BP to knuckle down on sales drive as Horizon woes deepen by 2bn ,usatoday.com,http://www.telegraph.co.uk/business/companies
117,Ptrs,True,True,citi,NEG,http://www.telegraph.co.uk/content/dam/business/2016/04/15/95463576_Signage_is_displayed_at_a_Citigroup_Inc_Citibank_branch_in_Chicago_Illinois_US_on_Monda-xlarge_trans_NvBQzQNjv4Bqek9vKm18v_rkIPH9w2GMNoAUi_eAXJmjTzXoJ-uDM54.jpg,http://www.telegraph.co.uk/business/2018/01/16/citi-plunges-giant-18bn-loss-back-trump-tax-reforms/,2018-01-16,Citi plunges to giant $18bn loss on back of Trump tax reforms,usatoday.com,http://www.telegraph.co.uk/business/companies
118,Ptrs,True,True,uber,NEG,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iYLbSoPk6yRc/v0/1200x574.jpg,https://www.bloomberg.com/news/articles/2018-01-16/uber-limits-u-k-driver-hours-in-response-to-safety-concerns,1/16/2018,Uber Limits U.K. Driver Hours in Response to Safety Concerns - Bloomberg,telegraph.co.uk,https://www.bloomberg.com/europe
119,Ptrs,True,True,bp,NEG,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iEjIVtNkQA8U/v0/1200x800.jpg,https://www.bloomberg.com/news/articles/2018-01-16/bp-takes-1-7-billion-charge-on-deepwater-horizon-claims-closure,1/16/2018,BP's $60 Billion Gulf Spill Tab Rises as Lawsuits Wind Down - Bloomberg,telegraph.co.uk,https://www.bloomberg.com/europe
120,Ptrs,True,True,bp,NEG,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/if5XnC_4ZUb0/v0/1200x785.jpg,https://www.bloomberg.com/news/articles/2018-01-16/bp-drops-as-1-7-billion-deepwater-charge-surprises-street-wrap,1/16/2018,BP Drops as $1.7 Billion Deepwater Charge Surprises: Street Wrap - Bloomberg,telegraph.co.uk,https://www.bloomberg.com/europe
121,Ptrs,True,True,google,POS,https://static01.nyt.com/images/2018/01/17/business/18AUTOAI-1/18AUTOAI-1-facebookJumbo.jpg,https://www.nytimes.com/2018/01/17/technology/google-sells-ai.html,2018-01-17,Google Sells A.I. for Building A.I. (Novices Welcome) - The New York Times,nytimes.com,https://www.nytimes.com/section/business?action=click&pgtype=Homepage&region=TopBar&module=HPMiniNav&contentCollection=Business&WT.nav=page
122,Ptrs,True,True,google,NEG,https://static01.nyt.com/images/2018/01/08/business/dealbookemail/10db-newsletter-apple/09xp-apple-facebookJumbo.jpg,https://www.nytimes.com/2018/01/17/business/dealbook/google-facebook-antitrust.html,2018-01-17,Apple to Pay $38 Billion in Taxes on Offshore Cash: DealBook Briefing: - The New York Times,nytimes.com,https://www.nytimes.com/section/business?action=click&pgtype=Homepage&region=TopBar&module=HPMiniNav&contentCollection=Business&WT.nav=page
123,Ptrs,True,True,apple,POS,https://static01.nyt.com/images/2018/01/18/business/18apple1/merlin_131532089_d13b7d96-7aed-45cf-8202-4e08a809fd03-facebookJumbo.jpg,https://www.nytimes.com/2018/01/17/technology/apple-tax-bill-repatriate-cash.html,2018-01-17,"Apple, Capitalizing on New Tax Law, Plans to Bring Billions in Cash Back to U.S. - The New York Times",nytimes.com,https://www.nytimes.com/section/business?action=click&pgtype=Homepage&region=TopBar&module=HPMiniNav&contentCollection=Business&WT.nav=page
124,Ptrs,True,True,goldman,NEG,https://static01.nyt.com/images/2018/01/18/business/18goldman1/18goldman1-facebookJumbo-v2.jpg,https://www.nytimes.com/2018/01/17/business/goldman-sachs-earnings.html,2018-01-17,Goldman Sachs Once Looked Invincible. Now Its Losing Money. - The New York Times,nytimes.com,https://www.nytimes.com/section/business?action=click&pgtype=Homepage&region=TopBar&module=HPMiniNav&contentCollection=Business&WT.nav=page
125,Ptrs,True,True,gm,NEG,https://static01.nyt.com/images/2018/01/17/business/17MOTORS1/17MOTORS1-facebookJumbo.jpg,https://www.nytimes.com/2018/01/16/business/gm-nafta.html,2018-01-16,G.M. Chief Cautions Trump Administration on Upending Nafta - The New York Times,nytimes.com,https://www.nytimes.com/section/business?action=click&pgtype=Homepage&region=TopBar&module=HPMiniNav&contentCollection=Business&WT.nav=page
126,Ptrs,True,True,intel,NEG,http://static5.businessinsider.com/image/5a5e6dc9f4214979048b521f-1190-625/a-member-of-congress-has-asked-intel-and-amd-to-explain-the-danger-consumers-face-from-the-chip-vulnerabilities.jpg,http://www.businessinsider.com/r-us-lawmaker-asks-intel-others-for-briefing-on-chip-flaws-2018-1,1/17/2018,"U.S. lawmaker asks Intel, others for briefing on chip flaws - Business Insider",businessinsider.com,http://www.businessinsider.com/enterprise
127,Ptrs,True,True,oracle,POS,http://static6.businessinsider.com/image/5a5ea9baf421495c438b4f7d-1190-625/oracle-issues-security-patches-for-chip-flaws.jpg,http://www.businessinsider.com/r-oracle-issues-security-patches-for-chip-flaws-2018-1,1/17/2018,Oracle issues security patches for chip flaws - Business Insider,businessinsider.com,http://www.businessinsider.com/enterprise
128,Ptrs,True,True,apple,POS,http://i2.cdn.turner.com/money/dam/assets/180111104700-apple-store-logo-780x439.jpg,http://money.cnn.com/2018/01/17/technology/business/apple-jobs-economy/index.html,1/17/2018,"Apple pledges to create 20,000 jobs in five years - Jan. 17, 2018 ",cnn.com,http://money.cnn.com/technology
129,Ptrs,True,True,samsung,POS,http://i2.cdn.turner.com/money/dam/assets/180117123934-samsung-galaxy-winter-olympics-780x439.jpg,http://money.cnn.com/2018/01/17/technology/samsung-galaxy-winter-olympics-edition/index.html,1/17/2018,"Samsung unveils special edition Galaxy Note 8 only for Olympians - Jan. 17, 2018 ",cnn.com,http://money.cnn.com/technology
130,Ptrs,True,True,apple,POS,http://a.abcnews.com/images/Technology/WireAP_015c0758902e4e3dacf382ec4bb5edf4_16x9_992.jpg,http://abcnews.go.com/Technology/wireStory/apple-build-2nd-campus-hire-20000-350b-pledge-52411277,1/17/2018,"Apple to build 2nd campus, hire 20,000 in $350B pledge - ABC News",bbc.com,http://abcnews.go.com/Technology
131,Ptrs,True,True,apple,POS,https://thenypost.files.wordpress.com/2018/01/180117-apple-paying-taxes-feature.jpg?quality=90&strip=all&w=1200,https://nypost.com/2018/01/17/apple-to-pay-38-billion-in-repatriation-tax/,1/17/2018,"Apple plans new campus, will add 20,000 more jobs | New York Post",abcnews.go.com,http://nypost.com/business/
132,Ptrs,True,True,goldman,NEG,https://thenypost.files.wordpress.com/2017/12/sachs.jpg?quality=90&strip=all&w=1200,https://nypost.com/2018/01/17/goldman-sachs-posts-first-quarterly-loss-in-six-years/,1/17/2018,Goldman Sachs posts first quarterly loss in six years | New York Post,abcnews.go.com,http://nypost.com/business/
133,Ptrs,True,True,apple,POS,http://www.trbimg.com/img-5a5f9776/turbine/ct-biz-apple-second-campus-20180117,http://www.chicagotribune.com/business/ct-biz-apple-second-campus-20180117-story.html#nt=oft13a-17gp1,1/17/2018,"Apple to build 2nd campus, hire 20,000 in $350B pledge - Chicago Tribune",nypost.com,http://www.chicagotribune.com/business/
134,Ptrs,True,True,apple,POS,http://global.fncstatic.com/static/cq/fb/img/all/og-fox-business.png,http://www.foxbusiness.com/markets/2018/01/17/apple-inc-s-homepod-launch-could-be-imminent.html,1/17/2018,"Apple, Inc.'s HomePod Launch Could Be Imminent | Fox Business",chicagotribune.com,http://www.foxbusiness.com/
135,Ptrs,True,True,ford,NEG,https://a57.foxnews.com/images.foxnews.com/content/fox-business/markets/2018/01/17/ford-stock-takes-dive-as-investors-sour-on-2018-profit-outlook/_jcr_content/image.img.jpg/0/0/1516220558965.jpg?ve=1,http://www.foxbusiness.com/markets/2018/01/17/ford-stock-takes-dive-as-investors-sour-on-2018-profit-outlook.html,1/17/2018,Ford stock takes a dive as investors sour on 2018 profit outlook | Fox Business,chicagotribune.com,http://www.foxbusiness.com/
136,Ptrs,True,True,verizon,POS,https://a57.foxnews.com/images.foxnews.com/content/fox-business/markets/2018/01/17/verizon-pushes-further-into-sports-streaming-with-nba-deal/_jcr_content/par/featured-media/media-0.img.png/0/0/1516218219718.png?ve=1,http://www.foxbusiness.com/markets/2018/01/17/verizon-pushes-further-into-sports-streaming-with-nba-deal.html,1/17/2018,Verizon pushes further into sports streaming with NBA deal | Fox Business,chicagotribune.com,http://www.foxbusiness.com/
137,Ptrs,True,True,aetna,NEG,http://global.fncstatic.com/static/cq/fb/img/all/og-fox-business.png,http://www.foxbusiness.com/markets/2018/01/17/aetna-to-pay-17m-over-mailing-that-revealed-hiv-meds.html,1/17/2018,Aetna to pay $17M over mailing that revealed HIV meds | Fox Business,chicagotribune.com,http://www.foxbusiness.com/
138,Ptrs,True,True,apple,POS,https://s.yimg.com/uu/api/res/1.2/Nbyn8BgHGO5Pc3Gl4yf2Lg--~B/aD0xMzU2O3c9MjAzNDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en/homerun/feed_manager_auto_publish_494/38e759ba84750aba29db9476f8740253,https://finance.yahoo.com/news/apple-says-will-invest-350-billion-u-s-next-five-years-183139419.html,1/17/2018,Apple announces $350 billion investment,foxbusiness.com,https://finance.yahoo.com/tech/
139,Ptrs,True,True,apple,POS,https://media4.s-nbcnews.com/j/newscms/2018_03/2295656/180117-tim-cook-ew-200p_d99ba793ae3e86b42d6036061f21e8dd.nbcnews-fp-1200-630.jpg,https://www.nbcnews.com/tech/apple/apple-bringing-mountain-cash-jobs-u-s-n838496,1/17/2018,Apple is bringing a mountain of cash  and jobs  to the U.S. - NBC News,finance.yahoo.com,https://www.nbcnews.com/business
140,Ptrs,True,True,facebook,NEG,https://media1.s-nbcnews.com/j/newscms/2018_03/1973056/170421-facebook-f8-conference-se-451p_80bd5fbcfb4f351775de25ab3cfb6c6c.nbcnews-fp-1200-630.jpg,https://www.nbcnews.com/tech/tech-news/facebook-living-breathing-crime-scene-says-one-former-manager-n837991,1/17/2018,"Facebook is a 'living, breathing crime scene,' says one former tech insider - NBC News",finance.yahoo.com,https://www.nbcnews.com/business
141,Ptrs,True,True,facebook,NEG,http://s.newsweek.com/sites/www.newsweek.com/files/styles/full/public/2018/01/16/gettyimages-669889770.jpg,http://www.newsweek.com/why-cant-facebook-take-down-all-terrorist-content-782598,1/17/2018,Why Cant Facebook Take Down All Terrorist Content?,newser.com,http://www.newsweek.com/business
